Unique_User_ID,Age,Dependents,Employment_Status,City_Tier,Month,Monthly_Income,Rent,Loan_Repayment,Insurance,Subscriptions,Groceries,Travel,Going_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Total_Expenses,Monthly_Savings,Savings,Investments,Net_Worth,Financial_Goals,Needs,Wants,Savings_Investment_Total,Debt,Total_Liabilities
BBUK009816,50,2,Part-time,3,2,1784,474,72,51,13,311,95,47,38,95,28,34,57,1316,467,6202,3396,-1027,Emergency fund,1123,193,9598,7168,10624
BBUK009817,38,0,Full-time,2,1,4454,1554,130,85,68,565,282,141,113,316,85,34,237,3610,844,4279,4065,-7408,Pay off debt,2938,672,8344,13034,15751
BBUK009818,28,0,Self-employed,3,11,10273,0,643,381,169,1411,706,635,494,706,212,85,593,6033,4240,19570,3454,163520,Travel,3860,2173,23024,24990,123146
BBUK009819,70,1,Full-time,1,5,1890,0,204,86,22,420,223,80,64,178,86,57,95,1515,375,3318,4923,211863,Invest more,1165,350,8241,6663,41064
BBUK009820,44,0,Part-time,3,10,1710,453,100,49,13,181,91,45,36,91,27,11,76,1172,538,5313,4083,-4594,Pay off debt,966,206,9396,10035,13991
BBUK009821,26,2,Part-time,3,3,4617,0,79,111,89,1216,371,334,260,371,111,133,222,3297,1320,2763,663,160655,Retirement,2244,1053,3426,6242,10463
BBUK009822,45,1,Full-time,3,6,1343,310,136,34,9,164,62,31,25,62,19,22,52,926,417,2585,1331,-10727,Pay off debt,784,141,3915,13632,14643
BBUK009823,64,0,Unemployed,2,1,2700,885,13,87,23,322,161,80,64,180,87,19,97,2019,681,6065,9877,13195,Invest more,1691,328,15943,1348,2747
BBUK009824,30,0,Full-time,1,2,3379,902,45,44,20,291,204,131,102,163,44,17,87,2049,1330,2154,635,-2407,Retirement,1627,422,2789,4526,5196
BBUK009825,31,0,Full-time,2,8,5618,0,836,117,94,779,390,351,273,436,117,47,327,3766,1852,5215,1566,27270,Emergency fund,2566,1200,6780,4184,202765
BBUK009826,48,0,Full-time,2,10,12149,0,902,654,201,1677,838,419,335,939,252,101,704,7022,5127,33305,23316,101251,Emergency fund,5027,1995,56621,14628,203648
BBUK009827,45,2,Retired,1,4,1086,274,82,24,6,145,62,22,18,50,13,16,27,738,349,1033,676,-11236,Retirement,641,97,1709,8186,12944
BBUK009828,66,0,Part-time,2,11,3462,0,866,157,41,581,291,145,116,325,157,35,174,2887,575,4181,10261,265779,Emergency fund,2295,593,14442,10822,247060
BBUK009829,35,2,Part-time,1,9,2920,980,83,47,22,518,221,79,63,177,47,57,133,2428,492,893,921,-6554,Retirement,2042,386,1814,8324,8368
BBUK009830,31,0,Full-time,1,3,2115,523,289,25,12,169,118,76,59,95,25,10,51,1452,664,1352,461,-28217,Buy a house,1207,245,1812,28854,30029
BBUK009831,46,1,Self-employed,1,10,10970,3555,62,447,138,1514,803,287,229,642,172,206,482,8538,2432,23412,24251,41203,Retirement,7081,1457,47663,6208,6460
BBUK009832,75,0,Full-time,1,11,4617,0,217,223,99,825,578,206,165,462,223,50,347,3395,1222,9707,13812,265925,Pay off debt,2347,1048,23519,1819,51622
BBUK009833,39,1,Full-time,1,8,8534,2321,147,202,90,988,524,187,150,419,112,135,314,5590,2944,12561,10727,5351,Retirement,4639,951,23288,14666,17937
BBUK009834,45,1,Full-time,1,5,3024,874,118,76,20,372,197,70,56,158,42,51,85,2120,904,8693,6729,1652,Buy a house,1810,310,15422,11782,13770
BBUK009835,30,0,Full-time,2,6,2156,669,81,36,17,243,122,109,85,136,36,15,73,1622,534,2642,567,-7981,Emergency fund,1289,333,3209,8087,11190
BBUK009836,70,1,Full-time,3,10,4577,1463,74,158,70,773,293,146,117,293,158,105,246,3895,681,10884,15105,13434,Pay off debt,3199,696,25988,7374,12555
BBUK009837,47,0,Part-time,2,4,2959,856,62,84,22,311,156,78,62,174,47,19,131,2001,957,3121,2443,-1821,Education,1646,355,5563,6160,7384
BBUK009838,33,2,Part-time,1,10,1030,0,258,22,10,237,101,65,51,81,22,26,43,915,115,358,100,113154,Invest more,706,210,458,3054,91120
BBUK009839,27,2,Full-time,2,10,4627,0,402,107,85,1167,356,320,249,398,107,128,299,3618,1009,1267,454,41154,Pay off debt,2522,1096,1721,8008,88563
BBUK009840,75,1,Full-time,2,5,2873,0,390,97,25,474,180,90,72,201,97,65,151,1841,1033,7264,14201,173383,Buy a house,1431,409,21465,2743,93290
BBUK009841,51,1,Self-employed,1,7,6808,0,209,449,138,1520,806,288,230,645,311,207,345,5148,1659,4788,6042,160310,Emergency fund,3824,1324,10830,3121,47466
BBUK009842,47,0,Part-time,2,2,2158,626,72,61,16,228,114,57,46,128,34,14,96,1491,668,3236,2166,-5657,Start a business,1231,260,5402,7156,11059
BBUK009843,43,0,Part-time,2,7,2904,0,371,119,31,442,221,110,88,247,66,27,186,1909,995,12149,10770,121162,Emergency fund,1405,504,22919,4998,85373
BBUK009844,23,0,Full-time,1,6,2275,706,47,34,16,228,159,102,80,127,34,14,68,1616,659,445,148,-6838,Start a business,1286,330,594,4742,7432
BBUK009845,32,1,Part-time,3,9,2223,462,93,28,13,244,92,83,65,92,28,33,55,1288,935,2224,1018,-7755,Pay off debt,1035,253,3242,9282,10997
BBUK009846,35,0,Full-time,1,4,14039,0,837,754,335,2791,1954,698,558,1563,419,167,837,10913,3126,11131,9284,72217,Retirement,7703,3210,20415,13689,188696
BBUK009847,42,3,Full-time,1,4,10878,3021,91,380,117,1910,682,244,195,546,146,175,409,7917,2961,18880,15729,24337,Buy a house,6680,1238,34609,9145,10271
BBUK009848,49,0,Retired,2,9,4661,1681,36,165,73,611,306,153,122,342,92,37,183,3800,861,3368,3117,-3029,Retirement,3146,654,6485,3556,9514
BBUK009849,35,3,Student,2,5,6441,1621,101,159,71,1155,295,147,118,330,88,236,177,4497,1944,8447,7399,4828,Emergency fund,3866,631,15846,10062,11018
BBUK009850,61,0,Full-time,2,7,2405,943,46,93,24,343,171,86,69,192,93,21,103,2183,222,1535,2161,-2291,Travel,1833,350,3696,4643,5987
BBUK009851,55,1,Full-time,2,5,1499,398,78,39,10,191,72,36,29,81,39,26,43,1044,455,3223,8601,-3695,Education,896,148,11824,7769,15519
BBUK009852,52,1,Full-time,2,10,8340,2333,50,331,102,1120,424,212,170,475,229,153,356,5955,2385,12675,20155,27199,Retirement,4946,1010,32830,5025,5632
BBUK009853,58,0,Full-time,1,3,5231,1750,188,152,68,565,395,141,113,316,152,34,237,4113,1118,2493,4695,-12106,Emergency fund,3395,717,7187,18834,19293
BBUK009854,46,1,Student,3,6,1567,421,75,45,12,222,84,42,34,84,25,67,71,1182,385,3178,1986,-3957,Pay off debt,991,192,5164,7515,9121
BBUK009855,32,1,Full-time,1,2,1554,0,388,21,10,186,99,63,49,79,21,25,42,985,568,1685,588,-27306,Retirement,781,205,2273,14047,85087
BBUK009856,47,1,Unemployed,3,11,1201,0,185,44,11,213,81,40,32,81,24,29,48,790,411,2444,3103,317580,Retirement,625,165,5546,9207,32520
BBUK009857,34,1,Self-employed,2,12,2719,834,37,45,21,400,152,136,106,170,45,55,91,2093,626,1728,509,-3980,Travel,1678,415,2237,3742,6217
BBUK009858,38,1,Full-time,2,1,4728,0,519,104,83,918,348,174,139,389,104,125,292,3196,1532,7463,8183,43044,Retirement,2369,827,15647,8168,117484
BBUK009859,18,1,Full-time,2,11,4460,1201,149,66,52,577,218,197,153,245,66,79,183,3185,1275,28,6,-19280,Pay off debt,2513,673,34,14899,19314
BBUK009860,65,0,Full-time,2,8,3843,0,209,161,42,598,299,149,120,335,161,36,251,2361,1482,16526,24184,362515,Travel,1680,681,40710,9250,38426
BBUK009861,72,0,Full-time,1,5,2584,806,33,70,18,260,182,65,52,146,70,16,109,1827,756,12787,23180,30731,Pay off debt,1510,317,35967,3349,5236
BBUK009862,68,5,Full-time,2,10,2445,0,365,75,19,718,138,69,55,155,75,50,83,1801,644,1940,4128,198181,Education,1519,282,6067,7694,79694
BBUK009863,22,1,Self-employed,1,6,1755,595,46,29,13,253,134,86,67,108,29,35,58,1454,302,181,74,-6356,Emergency fund,1175,278,255,4589,6611
BBUK009864,63,0,Student,1,11,1991,755,122,66,17,243,170,61,49,136,66,68,73,1826,165,2354,3859,-7500,Buy a house,1558,268,6213,12186,13713
BBUK009865,56,0,Full-time,1,10,6273,1713,60,216,66,553,387,138,111,310,149,33,232,3968,2305,5710,7145,6473,Invest more,3266,702,12855,5994,6382
BBUK009866,40,0,Self-employed,1,7,2473,1061,36,51,24,342,240,86,68,192,51,21,103,2275,198,956,647,-4795,Pay off debt,1898,376,1603,3636,6399
BBUK009867,47,0,Full-time,1,10,15435,0,431,1232,379,3159,2211,790,632,1769,474,190,948,12214,3221,25499,16101,13320,Pay off debt,8581,3633,41601,9538,93508
BBUK009868,50,2,Part-time,3,5,1315,0,329,47,12,285,87,43,35,87,26,31,73,1056,260,1267,1109,-66031,Buy a house,858,198,2376,3124,114236
BBUK009869,55,1,Full-time,3,6,2734,0,683,81,21,397,150,75,60,150,81,54,126,1879,855,2731,4596,124483,Education,1536,342,7327,8653,159137
BBUK009870,48,0,Full-time,1,6,3724,1453,11,127,33,469,328,117,94,263,70,28,197,3190,534,4185,2166,3692,Emergency fund,2618,572,6351,1086,2659
BBUK009871,38,0,Full-time,1,7,3197,0,519,102,48,680,476,170,136,381,102,41,286,2941,256,1559,1380,68167,Education,2111,830,2939,13812,108979
BBUK009872,42,1,Full-time,3,11,2133,691,9,75,19,365,138,69,55,138,41,50,116,1768,365,1100,1653,874,Start a business,1453,315,2753,937,1879
BBUK009873,64,2,Part-time,2,7,1141,252,121,25,6,150,46,23,18,51,25,17,28,762,379,3907,5636,-2605,Invest more,668,94,9543,12074,12148
BBUK009874,38,1,Unemployed,1,7,1462,436,75,21,10,186,99,35,28,79,21,25,59,1074,389,3105,1918,-5315,Buy a house,902,172,5023,7464,10338
BBUK009875,30,1,Unemployed,2,2,1298,328,151,18,8,157,60,54,42,67,18,21,36,960,338,1309,552,-18042,Pay off debt,797,163,1861,15141,19903
BBUK009876,44,0,Retired,1,12,4012,1272,154,111,49,410,287,103,82,230,62,25,123,2907,1105,10052,7085,281,Invest more,2435,472,17138,15406,16857
BBUK009877,53,2,Full-time,2,4,1601,268,81,26,7,160,49,24,20,55,26,18,29,764,838,4314,9379,1394,Retirement,664,100,13694,8148,12300
BBUK009878,74,0,Unemployed,2,12,2225,793,23,78,20,288,144,72,58,162,78,17,87,1820,405,3962,6142,-100,Pay off debt,1526,294,10104,2334,10204
BBUK009879,69,0,Self-employed,1,7,3296,1155,63,101,26,373,261,93,75,209,101,22,112,2590,707,3752,6302,2687,Education,2180,410,10054,6339,7367
BBUK009880,21,0,Full-time,1,1,12594,3494,70,304,135,1127,789,507,394,631,169,68,338,8027,4567,2380,1115,-4393,Buy a house,6337,1691,3495,7034,7888
BBUK009881,74,0,Full-time,1,12,2834,0,254,149,39,553,387,138,111,310,149,33,232,2355,479,4437,9229,136398,Education,1681,675,13666,3880,57580
BBUK009882,47,1,Part-time,3,2,3263,868,29,94,24,458,174,87,69,174,52,62,104,2195,1069,14636,10201,21369,Invest more,1841,354,24837,2860,3468
BBUK009883,62,1,Unemployed,1,7,4370,1483,121,129,57,631,335,120,96,268,129,86,143,3598,772,7815,10813,4454,Travel,3048,550,18628,12132,14174
BBUK009884,70,0,Full-time,2,6,1949,0,487,66,17,244,122,61,49,137,66,15,103,1367,582,4775,7251,-19150,Emergency fund,1088,279,12026,2874,173957
BBUK009885,24,0,Retired,1,12,3620,909,104,44,21,293,205,132,103,164,44,18,123,2161,1459,4524,1280,-7577,Buy a house,1700,461,5805,10405,13381
BBUK009886,35,3,Full-time,2,7,9136,2856,131,280,125,2035,519,260,208,582,156,187,312,7650,1486,8645,8222,-2259,Buy a house,6539,1111,16867,13095,19125
BBUK009887,46,1,Self-employed,1,9,6228,0,371,475,146,1606,852,304,243,681,183,219,511,5591,637,1161,1439,164509,Invest more,4046,1546,2601,1981,89675
BBUK009888,43,2,Student,2,6,1000,284,55,28,7,170,52,26,21,58,16,41,43,801,199,993,835,-3802,Emergency fund,683,118,1828,5476,5631
BBUK009889,21,0,Full-time,1,11,3806,1144,12,55,26,369,258,166,129,207,55,22,155,2598,1208,1423,406,301,Emergency fund,2019,579,1830,1183,1529
BBUK009890,70,3,Full-time,3,4,1553,379,41,41,11,297,76,38,30,76,41,27,64,1122,431,6479,9057,9282,Start a business,949,173,15536,4135,6254
BBUK009891,61,1,Full-time,1,11,5661,2171,33,189,84,924,490,175,140,392,189,126,294,5208,453,3542,5696,4292,Retirement,4319,889,9237,3296,4945
BBUK009892,75,0,Part-time,2,3,1103,0,276,39,10,143,72,36,29,80,39,9,60,791,312,1460,3411,159943,Buy a house,628,163,4871,7171,147352
BBUK009893,65,2,Full-time,2,8,11379,3542,47,502,155,2112,644,322,258,721,348,232,541,9423,1956,10339,17248,22857,Travel,7890,1533,27587,4723,4730
BBUK009894,41,0,Full-time,1,4,2646,693,111,60,16,223,156,56,45,125,34,13,67,1599,1047,3871,3682,-3732,Retirement,1353,246,7553,11093,11285
BBUK009895,26,1,Unemployed,1,10,1000,237,165,11,5,101,53,34,27,43,11,14,32,733,267,677,205,-21829,Retirement,613,120,882,16452,22711
BBUK009896,64,1,Self-employed,1,8,3874,0,422,148,38,722,383,137,109,306,148,98,164,2676,1198,2882,4857,191021,Pay off debt,2074,602,7740,3716,99804
BBUK009897,32,1,Full-time,1,5,1403,340,68,16,8,145,77,49,38,61,16,20,46,884,520,4496,968,-5553,Buy a house,712,172,5464,6770,11017
BBUK009898,27,0,Full-time,1,3,1861,640,62,31,14,206,144,93,72,116,31,12,87,1509,352,1756,438,-4985,Emergency fund,1185,324,2194,6195,7178
BBUK009899,45,1,Full-time,1,7,3063,841,30,73,19,358,190,68,54,152,41,49,81,1956,1108,10108,7538,12663,Invest more,1657,298,17646,3017,4983
BBUK009900,50,0,Full-time,1,5,4132,0,520,216,96,799,559,200,160,447,120,48,240,3404,728,2868,2514,300126,Pay off debt,2485,919,5382,15569,106668
BBUK009901,70,0,Full-time,1,9,2196,0,246,100,26,369,258,92,74,206,100,22,155,1647,549,6806,8774,185429,Start a business,1198,450,15580,2579,57687
BBUK009902,51,1,Self-employed,3,8,3965,0,534,162,42,791,300,150,120,300,162,108,180,2848,1117,2208,3091,-21259,Emergency fund,2237,611,5299,7691,122075
BBUK009903,30,3,Full-time,1,7,2092,0,334,44,20,569,203,131,102,163,44,52,87,1749,343,995,414,148326,Emergency fund,1328,421,1410,1109,81956
BBUK009904,60,1,Part-time,2,7,1000,267,173,26,7,128,48,24,19,54,26,17,29,820,180,647,1659,-17003,Invest more,721,99,2306,17288,19308
BBUK009905,70,1,Student,1,11,1792,674,32,59,15,287,152,54,43,122,59,87,65,1649,143,679,827,-2296,Pay off debt,1410,239,1506,3244,3802
BBUK009906,22,0,Part-time,3,1,2759,673,35,40,19,269,135,121,94,135,40,16,113,1690,1069,1286,310,-2738,Retirement,1289,401,1597,3491,4335
BBUK009907,68,0,Full-time,1,8,5154,1685,14,147,65,544,381,136,109,304,147,33,228,3793,1362,10708,14066,17499,Invest more,3102,690,24774,1393,7275
BBUK009908,64,1,Full-time,3,4,1520,380,70,41,11,201,76,38,30,76,41,27,64,1055,465,5052,8070,-1703,Buy a house,882,173,13122,6993,14824
BBUK009909,58,0,Retired,2,2,3571,1111,69,109,28,404,202,101,81,226,109,24,121,2585,986,7596,11736,8220,Education,2173,412,19332,6927,11112
BBUK009910,52,0,Part-time,2,11,8365,0,948,573,176,1469,734,367,294,823,397,88,441,6309,2056,14493,30211,176252,Pay off debt,4737,1572,44703,1515,234634
BBUK009911,29,1,Full-time,1,7,4098,0,349,90,72,794,421,271,211,337,90,108,180,2923,1174,2080,776,273264,Emergency fund,2021,902,2856,4457,80467
BBUK009912,49,1,Full-time,1,9,2547,813,20,71,18,346,184,66,52,147,39,47,79,1883,664,4462,3434,-613,Education,1594,289,7896,2024,8509
BBUK009913,44,0,Full-time,1,8,10790,4022,25,506,156,1297,908,324,259,727,195,78,389,8886,1904,9769,6744,7277,Buy a house,7394,1492,16512,2470,9235
BBUK009914,34,1,Part-time,1,9,9359,0,651,266,118,1301,690,443,345,552,148,177,414,5104,4255,28970,6773,220931,Retirement,3508,1596,35743,16859,137366
BBUK009915,26,1,Full-time,1,7,1404,381,99,18,9,162,86,55,43,69,18,22,37,999,405,651,233,-13898,Buy a house,821,178,884,9908,14782
BBUK009916,19,3,Full-time,2,2,2849,793,18,43,20,565,144,130,101,161,43,52,87,2158,691,213,60,-3212,Emergency fund,1763,395,273,1804,3485
BBUK009917,51,0,Full-time,3,8,4557,0,494,240,107,889,444,222,178,444,240,53,373,3685,872,2246,4751,97638,Buy a house,2627,1058,6997,4296,117110
BBUK009918,27,1,Full-time,2,9,1989,0,258,50,23,439,166,150,116,186,50,60,140,1639,350,1441,460,231552,Travel,1143,496,1901,3843,58747
BBUK009919,28,0,Part-time,2,2,5185,1594,82,87,70,580,290,261,203,325,87,35,243,3856,1328,3888,1024,-5621,Retirement,2963,893,4912,8223,10533
BBUK009920,70,0,Full-time,3,2,2968,0,374,131,34,487,243,122,97,243,131,29,204,2097,871,8793,11660,192891,Start a business,1542,555,20453,1439,91419
BBUK009921,23,2,Self-employed,3,2,1728,367,72,22,10,241,73,66,51,73,22,26,62,1087,641,1318,407,-6584,Retirement,868,219,1725,7172,8308
BBUK009922,75,2,Full-time,1,12,5754,0,198,287,128,1744,744,266,213,596,287,191,447,5100,654,4724,8272,24588,Emergency fund,3750,1351,12996,2212,46137
BBUK009923,69,1,Full-time,2,4,5743,1436,63,141,63,689,261,131,104,292,141,94,157,3572,2171,23743,28142,42624,Retirement,3013,559,51886,6302,9261
BBUK009924,42,0,Retired,3,10,1953,450,10,49,13,180,90,45,36,90,27,11,76,1075,878,1896,1689,1824,Buy a house,870,205,3586,968,1761
BBUK009925,73,1,Full-time,3,11,4590,0,650,148,66,724,274,137,110,274,148,99,230,2860,1729,20802,33420,166625,Start a business,2208,653,54222,1390,160531
BBUK009926,44,1,Part-time,3,6,2040,0,322,77,20,377,143,71,57,143,43,51,86,1390,649,4791,4429,133360,Retirement,1099,291,9220,17368,54543
BBUK009927,63,2,Part-time,3,11,1460,322,29,35,9,211,64,32,26,64,35,23,54,905,556,4637,6204,6760,Retirement,758,147,10841,2934,4081
BBUK009928,53,0,Full-time,1,7,1612,439,29,38,10,142,99,35,28,79,38,8,42,989,623,5194,9658,11033,Emergency fund,833,156,14851,2888,3818
BBUK009929,64,1,Retired,1,8,5637,1510,84,132,58,643,341,122,97,273,132,88,146,3626,2012,12181,20583,23176,Pay off debt,3065,560,32764,8437,9587
BBUK009930,47,1,Self-employed,2,5,3580,1135,23,111,29,545,206,103,83,231,62,74,173,2776,805,3307,2440,544,Pay off debt,2305,470,5747,2329,5203
BBUK009931,73,0,Full-time,2,11,1871,511,87,50,13,186,93,46,37,104,50,11,78,1266,605,8805,11906,5862,Emergency fund,1055,212,20711,8718,14849
BBUK009932,18,0,Full-time,2,10,1234,322,89,18,8,117,59,53,41,66,18,7,49,846,388,14,5,-9412,Buy a house,671,175,19,8865,9431
BBUK009933,18,0,Full-time,3,12,2372,724,51,43,20,290,145,130,101,145,43,17,122,1832,540,33,10,-6760,Pay off debt,1400,432,43,5086,6804
BBUK009934,33,3,Self-employed,1,11,3585,0,795,53,25,691,247,159,123,197,53,63,148,2553,1032,2768,807,110427,Buy a house,2000,553,3575,5509,190450
BBUK009935,35,2,Part-time,2,4,1813,481,40,26,12,287,87,44,35,98,26,31,73,1242,571,4531,3074,1854,Invest more,1043,199,7606,3999,5752
BBUK009936,68,0,Full-time,1,8,9026,0,868,555,171,1424,996,356,285,797,384,85,427,6349,2677,25317,40841,-60679,Retirement,4711,1637,66158,5321,208961
BBUK009937,23,2,Retired,1,7,1780,0,445,34,16,369,157,101,79,126,34,40,94,1495,285,182,53,75208,Start a business,1142,353,235,2875,178338
BBUK009938,23,0,Full-time,1,10,10276,0,597,484,215,1791,1254,806,627,1003,269,107,537,7690,2586,3274,653,-40046,Education,5003,2687,3927,15528,125925
BBUK009939,57,0,Self-employed,1,5,5066,1411,90,123,55,455,319,114,91,255,123,27,191,3253,1813,7819,12764,8148,Retirement,2675,578,20584,9000,12436
BBUK009940,59,0,Full-time,1,1,16756,5163,59,650,200,1666,1166,416,333,933,450,100,500,11635,5121,23032,47187,60260,Emergency fund,9720,1915,70219,5895,9959
BBUK009941,68,1,Self-employed,2,11,11789,0,530,611,188,2067,783,391,313,877,423,282,470,6934,4855,69984,95770,393603,Retirement,5259,1675,165755,2610,128644
BBUK009942,34,0,Full-time,1,4,1405,469,75,23,11,151,106,68,53,85,23,9,64,1136,269,2231,689,-5102,Emergency fund,899,238,2920,7492,8022
BBUK009943,66,1,Full-time,2,6,3588,0,842,96,25,468,177,89,71,199,96,64,149,2275,1313,8729,14294,-166203,Retirement,1871,404,23022,2442,206836
BBUK009944,57,0,Full-time,1,6,3112,1047,126,91,24,338,236,84,68,189,91,20,101,2415,698,9617,10641,5459,Start a business,2043,371,20258,12557,14799
BBUK009945,31,2,Full-time,3,12,2192,493,30,30,14,324,99,89,69,99,30,36,83,1394,798,5168,1842,1892,Buy a house,1100,294,7010,2996,5118
BBUK009946,19,0,Full-time,3,12,3085,844,82,51,24,338,169,152,118,169,51,20,142,2159,926,199,49,-8023,Education,1656,503,248,8162,8271
BBUK009947,63,0,Full-time,3,5,137930,0,1193,8225,2531,21089,10544,5272,4218,10544,5694,1265,8857,79432,58498,341608,447567,822909,Start a business,54337,25096,789175,43425,233076
BBUK009948,25,0,Full-time,1,1,9757,3843,77,335,149,1240,868,558,434,694,186,74,521,8977,781,934,280,-7601,Invest more,6969,2008,1214,7679,8815
BBUK009949,43,2,Self-employed,3,10,7522,2171,14,339,104,1424,434,217,174,434,130,156,365,5962,1560,13452,12379,23974,Buy a house,4929,1033,25831,1433,1857
BBUK009950,30,0,Retired,1,7,1357,380,38,18,9,122,86,55,43,69,18,7,51,896,461,2187,1023,-1197,Travel,704,192,3210,3773,4407
BBUK009951,37,0,Part-time,2,2,3052,0,387,91,43,609,305,152,122,341,91,37,183,2361,691,3438,2722,61000,Emergency fund,1740,621,6160,16807,71625
BBUK009952,75,1,Full-time,2,8,15960,3727,100,529,163,1789,678,339,271,759,366,244,569,9534,6427,54603,103664,147412,Retirement,7921,1613,158267,10019,10855
BBUK009953,50,0,Full-time,1,8,9196,2723,85,343,105,878,615,220,176,492,132,53,263,6083,3113,23507,17770,30747,Start a business,5073,1010,41277,8469,10530
BBUK009954,69,1,Student,2,9,1000,0,250,27,7,134,51,25,20,57,27,41,43,683,317,3203,4045,-33255,Travel,567,116,7248,4851,246675
BBUK009955,60,1,Full-time,2,12,2527,0,632,95,25,465,176,88,70,197,95,63,148,2055,473,8037,11559,-77074,Emergency fund,1653,402,19595,6126,258466
BBUK009956,55,1,Retired,1,10,3253,1270,35,111,29,541,287,102,82,229,111,74,123,2993,260,1330,2421,-163,Emergency fund,2542,451,3751,3484,3914
BBUK009957,53,1,Full-time,1,7,6369,1954,136,246,76,832,441,158,126,353,170,113,265,4871,1498,3636,5098,-5518,Education,4070,801,8734,13647,14252
BBUK009958,49,1,Part-time,1,10,7737,2181,29,274,84,929,493,176,141,394,106,127,296,5229,2508,24090,21821,42280,Emergency fund,4335,894,45912,2912,3632
BBUK009959,39,2,Part-time,2,4,1517,427,143,23,11,255,78,39,31,87,23,28,65,1210,307,1145,754,-16993,Retirement,1033,177,1899,14323,18892
BBUK009960,70,1,Unemployed,2,9,15283,4307,45,611,188,2068,783,392,313,877,423,282,658,10947,4335,42772,62050,97453,Pay off debt,9083,1864,104822,4549,7368
BBUK009961,61,0,Part-time,1,4,1730,528,5,46,12,170,119,43,34,95,46,10,71,1179,551,2478,4058,5722,Retirement,972,208,6536,513,814
BBUK009962,55,0,Retired,1,9,3002,924,14,80,21,298,209,75,60,167,80,18,89,2035,967,2907,3925,4624,Retirement,1707,328,6832,1383,2208
BBUK009963,58,3,Self-employed,1,1,3838,1181,50,103,27,747,267,95,76,213,103,69,114,3044,794,4939,8460,7530,Emergency fund,2625,419,13399,4954,5870
BBUK009964,41,1,Part-time,2,6,2031,652,35,64,17,313,119,59,47,133,36,43,71,1588,443,3043,2252,1583,Pay off debt,1346,242,5295,3468,3712
BBUK009965,66,1,Self-employed,1,3,2315,0,579,77,20,376,199,71,57,159,77,51,85,1752,563,2431,5001,-50769,Buy a house,1439,313,7431,4588,221016
BBUK009966,53,1,Full-time,3,1,1719,358,162,39,10,189,72,36,29,72,39,26,43,1073,647,1755,3589,-13245,Start a business,927,146,5344,16180,18589
BBUK009967,55,0,Full-time,1,10,1682,535,68,47,12,173,121,43,35,97,47,10,52,1238,444,6061,9277,7610,Invest more,1048,190,15337,6754,7728
BBUK009968,71,1,Retired,2,1,4822,1228,26,121,54,589,223,112,89,250,121,80,134,3026,1796,16947,38117,52073,Buy a house,2548,478,55064,2568,2991
BBUK009969,33,2,Full-time,3,11,3826,1061,11,64,30,696,212,191,149,212,64,76,178,2944,883,2168,1095,-908,Emergency fund,2311,632,3262,1095,4170
BBUK009970,63,2,Full-time,2,11,4431,1034,35,102,45,617,188,94,75,211,102,68,158,2727,1703,8935,20580,25229,Emergency fund,2280,448,29515,3480,4286
BBUK009971,44,1,Self-employed,1,11,4132,1342,20,117,52,571,303,108,87,242,65,78,130,3115,1017,5630,5435,8576,Retirement,2618,498,11064,1989,2488
BBUK009972,42,0,Full-time,1,11,5564,2026,50,176,78,653,457,163,131,366,98,39,274,4513,1051,9023,8635,11163,Pay off debt,3683,830,17658,4984,6495
BBUK009973,69,1,Full-time,3,1,6683,0,738,326,100,1103,418,209,167,418,226,150,251,4105,2578,15727,24128,57699,Invest more,3211,894,39855,6062,175303
BBUK009974,43,2,Part-time,1,3,4172,1271,38,111,49,673,287,103,82,230,62,74,172,3151,1021,5575,5078,-17,Retirement,2630,521,10653,3815,10670
BBUK009975,65,1,Full-time,1,5,5691,2214,44,193,86,943,500,179,143,400,193,129,214,5236,455,2050,3210,555,Emergency fund,4415,821,5260,4416,4705
BBUK009976,39,2,Full-time,1,9,1585,450,96,22,10,238,102,36,29,81,22,26,44,1155,431,1261,947,-17074,Emergency fund,995,160,2208,9595,19282
BBUK009977,42,0,Full-time,2,12,1958,550,20,54,14,200,100,50,40,112,30,12,84,1266,692,2594,1631,1680,Buy a house,1038,228,4225,1954,2545
BBUK009978,39,1,Full-time,3,5,5137,1394,130,84,67,736,279,139,112,279,84,100,167,3571,1567,5242,4825,-16931,Buy a house,2974,597,10067,13041,26998
BBUK009979,35,1,Self-employed,1,1,8943,2699,124,235,104,1149,609,218,174,488,131,157,261,6349,2594,18883,13858,19971,Travel,5348,1001,32742,12404,12771
BBUK009980,33,1,Part-time,1,11,2758,744,42,36,17,317,168,108,84,134,36,43,101,1829,928,3577,1513,-5587,Buy a house,1453,377,5090,4188,10677
BBUK009981,30,1,Full-time,2,11,6800,2153,87,211,94,1033,391,352,274,438,117,141,235,5528,1272,5417,1304,-4773,Emergency fund,4417,1112,6721,8703,11494
BBUK009982,38,0,Full-time,1,4,3619,1295,147,63,29,418,292,104,84,234,63,25,125,2880,739,4669,2714,-7387,Retirement,2420,460,7383,14709,14770
BBUK009983,74,2,Self-employed,1,10,2195,0,549,69,18,417,178,64,51,142,69,46,76,1678,517,1324,2673,46787,Buy a house,1398,280,3997,6534,165294
BBUK009984,75,0,Full-time,2,11,4283,1261,34,124,55,458,229,115,92,257,124,28,193,2967,1315,4881,6623,3619,Pay off debt,2422,545,11504,3378,7885
